wind_speed,clouds,day,month,condition_main,condition_description,condition_icon,average_feel,expected_percipitation,pop,zip_code
14.65,0,21,7,Clear,clear sky,01d,65.9825,0.0,0.0,98947
10.13,5,22,7,Clear,clear sky,01d,68.345,0.0,0.0,98947
10.47,0,23,7,Clear,clear sky,01d,74.52,0.0,0.0,98947
10.22,0,24,7,Clear,clear sky,01d,78.85000000000001,0.0,0.0,98947
16.98,0,25,7,Clear,clear sky,01d,75.465,0.0,0.0,98947
10.49,100,26,7,Clouds,overcast clouds,04d,72.0225,0.0,0.0,98947
8.1,87,19,7,Clouds,overcast clouds,04d,82.435,0.0,0.0,99343
10.25,3,20,7,Clear,clear sky,01d,78.94749999999999,0.0,0.0,99343
19.86,0,21,7,Clear,clear sky,01d,75.2775,0.0,0.0,99343
10.85,0,22,7,Clear,clear sky,01d,73.77250000000001,0.0,0.0,99343
7.09,0,23,7,Clear,clear sky,01d,78.3325,0.0,0.0,99343
3.47,0,24,7,Clear,clear sky,01d,83.2875,0.0,0.0,99343
18.39,7,25,7,Clear,clear sky,01d,81.8775,0.0,0.0,99343
12.53,100,26,7,Clouds,overcast clouds,04d,77.95,0.0,0.0,99343
13.13,2,19,7,Clear,clear sky,01d,77.85249999999999,0.0,0.0,98841
14.43,0,20,7,Clear,clear sky,01d,72.7175,0.0,0.0,98841
17.13,0,21,7,Clear,clear sky,01d,67.83,0.0,0.0,98841
10.38,1,22,7,Clear,clear sky,01d,66.8,0.0,0.0,98841
4.09,0,23,7,Clear,clear sky,01d,71.67999999999999,0.0,0.0,98841
8.08,0,24,7,Clear,clear sky,01d,76.245,0.0,0.0,98841
12.97,0,25,7,Clear,clear sky,01d,75.13250000000001,0.0,0.0,98841
8.75,26,26,7,Clouds,scattered clouds,03d,72.59249999999999,0.0,0.0,98841
9.1,1,19,7,Clear,clear sky,01d,68.615,0.0,0.0,98005
7.65,71,20,7,Clouds,broken clouds,04d,63.765,0.0,4.0,98005
8.84,60,21,7,Clouds,broken clouds,04d,61.44,0.0,0.0,98005
9.71,0,22,7,Clear,clear sky,01d,61.892500000000005,0.0,0.0,98005
8.77,0,23,7,Clear,clear sky,01d,65.2025,0.0,0.0,98005
9.04,0,24,7,Clear,clear sky,01d,68.9275,0.0,0.0,98005
8.03,0,25,7,Clear,clear sky,01d,66.2825,0.0,0.0,98005
7.58,8,26,7,Clear,clear sky,01d,64.5725,0.0,0.0,98005
10.13,12,19,7,Clouds,few clouds,02d,69.365,0.0,0.0,98023
8.1,58,20,7,Clouds,broken clouds,04d,64.08000000000001,0.0,4.0,98023
9.48,46,21,7,Clouds,scattered clouds,03d,61.0525,0.0,0.0,98023
9.93,2,22,7,Clear,clear sky,01d,62.6825,0.0,0.0,98023
9.17,0,23,7,Clear,clear sky,01d,66.35249999999999,0.0,0.0,98023
8.68,0,24,7,Clear,clear sky,01d,70.57,0.0,0.0,98023
6.04,11,25,7,Clouds,few clouds,02d,67.74249999999999,0.0,0.0,98023
5.86,33,26,7,Clouds,scattered clouds,03d,65.765,0.0,0.0,98023
10.25,0,19,7,Clear,clear sky,01d,66.2075,0.0,0.0,98585
9.15,38,20,7,Clouds,scattered clouds,03d,61.3125,0.0,0.0,98585
9.57,10,21,7,Clear,clear sky,01d,58.38250000000001,0.0,0.0,98585
8.12,42,22,7,Clouds,scattered clouds,03d,61.7325,0.0,0.0,98585
8.43,0,23,7,Clear,clear sky,01d,65.0625,0.0,0.0,98585
8.93,0,24,7,Clear,clear sky,01d,69.39,0.0,0.0,98585
9.13,0,25,7,Clear,clear sky,01d,63.190000000000005,0.0,0.0,98585
8.23,59,26,7,Clouds,broken clouds,04d,60.082499999999996,0.0,0.0,98585
8.97,90,19,7,Clouds,overcast clouds,04d,81.07249999999999,0.0,0.0,99299
10.98,87,20,7,Rain,light rain,10d,76.725,0.5916,57.99999999999999,99299
12.15,17,21,7,Rain,light rain,10d,73.36000000000001,0.115,50.0,99299
10.89,1,22,7,Clear,clear sky,01d,69.5475,0.0,0.0,99299
10.13,3,23,7,Clear,clear sky,01d,74.3925,0.0,0.0,99299
3.0,0,24,7,Clear,clear sky,01d,78.39750000000001,0.0,0.0,99299
14.34,0,25,7,Clear,clear sky,01d,79.9175,0.0,0.0,99299
11.52,15,26,7,Clouds,few clouds,02d,75.245,0.0,0.0,99299
8.32,1,19,7,Clear,clear sky,01d,68.2225,0.0,0.0,98121
8.41,88,20,7,Clouds,overcast clouds,04d,63.067499999999995,0.0,4.0,98121
8.66,57,21,7,Clouds,broken clouds,04d,60.77,0.0,0.0,98121
9.53,1,22,7,Clear,clear sky,01d,61.41499999999999,0.0,0.0,98121
8.66,1,23,7,Clear,clear sky,01d,64.085,0.0,0.0,98121
8.9,1,24,7,Clear,clear sky,01d,68.015,0.0,0.0,98121
8.61,4,25,7,Clear,clear sky,01d,65.8525,0.0,0.0,98121
7.43,2,26,7,Clear,clear sky,01d,64.4025,0.0,0.0,98121
10.6,1,19,7,Clear,clear sky,01d,78.69,0.0,0.0,98856
7.45,0,20,7,Clear,clear sky,01d,72.785,0.0,0.0,98856
9.15,0,21,7,Clear,clear sky,01d,68.37,0.0,0.0,98856
7.87,0,22,7,Clear,clear sky,01d,68.0475,0.0,0.0,98856
6.85,0,23,7,Clear,clear sky,01d,73.93,0.0,0.0,98856
6.49,0,24,7,Clear,clear sky,01d,79.1575,0.0,0.0,98856
13.24,0,25,7,Clear,clear sky,01d,76.2025,0.0,0.0,98856
7.16,55,26,7,Clouds,broken clouds,04d,73.47,0.0,0.0,98856
11.36,1,19,7,Clear,clear sky,01d,68.305,0.0,0.0,98375
9.19,26,20,7,Clouds,scattered clouds,03d,63.474999999999994,0.0,2.0,98375
11.01,22,21,7,Clouds,few clouds,02d,60.239999999999995,0.0,0.0,98375
9.19,5,22,7,Clear,clear sky,01d,61.78,0.0,0.0,98375
9.1,0,23,7,Clear,clear sky,01d,65.4675,0.0,0.0,98375
8.63,0,24,7,Clear,clear sky,01d,70.02999999999999,0.0,0.0,98375
7.81,5,25,7,Clear,clear sky,01d,66.69,0.0,0.0,98375
6.85,56,26,7,Clouds,broken clouds,04d,63.9775,0.0,0.0,98375
10.74,1,19,7,Clear,clear sky,01d,70.285,0.0,0.0,98047
9.33,31,20,7,Clouds,scattered clouds,03d,65.48,0.0,4.0,98047
10.78,28,21,7,Clouds,scattered clouds,03d,62.2025,0.0,0.0,98047
10.31,4,22,7,Clear,clear sky,01d,63.39,0.0,0.0,98047
9.6,0,23,7,Clear,clear sky,01d,66.87,0.0,0.0,98047
9.04,0,24,7,Clear,clear sky,01d,71.39250000000001,0.0,0.0,98047
6.93,6,25,7,Clear,clear sky,01d,69.0025,0.0,0.0,98047
5.68,49,26,7,Clouds,scattered clouds,03d,66.9825,0.0,0.0,98047
7.54,1,19,7,Clear,clear sky,01d,68.075,0.0,0.0,98116
8.25,87,20,7,Clouds,overcast clouds,04d,62.6225,0.0,4.0,98116
8.21,62,21,7,Clouds,broken clouds,04d,60.0775,0.0,0.0,98116
9.35,1,22,7,Clear,clear sky,01d,61.10249999999999,0.0,0.0,98116
8.61,1,23,7,Clear,clear sky,01d,64.045,0.0,0.0,98116
8.79,1,24,7,Clear,clear sky,01d,67.8425,0.0,0.0,98116
8.3,7,25,7,Clear,clear sky,01d,65.53750000000001,0.0,0.0,98116
7.11,2,26,7,Clear,clear sky,01d,64.1975,0.0,0.0,98116
11.36,1,19,7,Clear,clear sky,01d,69.545,0.0,0.0,98655
10.67,6,20,7,Clear,clear sky,01d,66.1625,0.0,0.0,98655
10.87,0,21,7,Clear,clear sky,01d,62.027499999999996,0.0,0.0,98655
10.18,1,22,7,Clear,clear sky,01d,65.82249999999999,0.0,0.0,98655
9.51,0,23,7,Clear,clear sky,01d,68.155,0.0,0.0,98655
10.42,0,24,7,Clear,clear sky,01d,71.8675,0.0,0.0,98655
11.12,0,25,7,Clear,clear sky,01d,67.8025,0.0,0.0,98655
8.7,76,26,7,Clouds,broken clouds,04d,64.19749999999999,0.0,0.0,98655
8.97,90,19,7,Clouds,overcast clouds,04d,81.07249999999999,0.0,0.0,99210
10.98,87,20,7,Rain,light rain,10d,76.725,0.5916,57.99999999999999,99210
12.15,17,21,7,Rain,light rain,10d,73.36000000000001,0.115,50.0,99210
10.89,1,22,7,Clear,clear sky,01d,69.5475,0.0,0.0,99210
10.13,3,23,7,Clear,clear sky,01d,74.3925,0.0,0.0,99210
3.0,0,24,7,Clear,clear sky,01d,78.39750000000001,0.0,0.0,99210
14.34,0,25,7,Clear,clear sky,01d,79.9175,0.0,0.0,99210
11.52,15,26,7,Clouds,few clouds,02d,75.245,0.0,0.0,99210
5.73,0,19,7,Clear,clear sky,01d,62.03,0.0,0.0,98131
6.53,8,20,7,Clear,clear sky,01d,57.245,0.0,1.0,98131
6.51,24,21,7,Clouds,few clouds,02d,54.8825,0.0,0.0,98131
6.87,3,22,7,Clear,clear sky,01d,54.269999999999996,0.0,0.0,98131
6.58,0,23,7,Clear,clear sky,01d,58.455,0.0,0.0,98131
6.8,0,24,7,Clear,clear sky,01d,63.635000000000005,0.0,0.0,98131
5.95,0,25,7,Clear,clear sky,01d,60.197500000000005,0.0,0.0,98131
5.61,28,26,7,Clouds,scattered clouds,03d,56.865,0.0,0.0,98131
5.44,60,19,7,Clouds,broken clouds,04d,80.53500000000001,0.0,0.0,99021
10.09,100,20,7,Rain,light rain,10d,75.8725,0.459,54.0,99021
10.96,14,21,7,Rain,light rain,10d,72.805,0.1323,49.0,99021
9.04,1,22,7,Clear,clear sky,01d,68.5575,0.0,0.0,99021
8.9,5,23,7,Clear,clear sky,01d,72.7475,0.0,0.0,99021
3.94,0,24,7,Clear,clear sky,01d,76.8825,0.0,0.0,99021
12.1,0,25,7,Clear,clear sky,01d,78.80499999999999,0.0,0.0,99021
9.86,14,26,7,Clouds,few clouds,02d,74.6375,0.0,0.0,99021
11.3,1,19,7,Clear,clear sky,01d,69.8025,0.0,0.0,98354
9.93,41,20,7,Clouds,scattered clouds,03d,64.83749999999999,0.0,4.0,98354
11.36,33,21,7,Clouds,scattered clouds,03d,61.650000000000006,0.0,0.0,98354
10.18,3,22,7,Clear,clear sky,01d,63.135,0.0,0.0,98354
9.44,0,23,7,Clear,clear sky,01d,66.76249999999999,0.0,0.0,98354
8.77,0,24,7,Clear,clear sky,01d,71.2225,0.0,0.0,98354
6.38,10,25,7,Clear,clear sky,01d,68.625,0.0,0.0,98354
6.73,47,26,7,Clouds,scattered clouds,03d,66.4025,0.0,0.0,98354
13.53,0,19,7,Clear,clear sky,01d,82.2425,0.0,0.0,98812
14.5,0,20,7,Clear,clear sky,01d,76.2575,0.0,0.0,98812
16.91,0,21,7,Clear,clear sky,01d,71.765,0.0,0.0,98812
8.7,4,22,7,Clear,clear sky,01d,71.8925,0.0,0.0,98812
7.72,0,23,7,Clear,clear sky,01d,76.5,0.0,0.0,98812
6.53,0,24,7,Clear,clear sky,01d,81.44749999999999,0.0,0.0,98812
15.86,0,25,7,Clear,clear sky,01d,80.5125,0.0,0.0,98812
9.62,35,26,7,Clouds,scattered clouds,03d,76.8075,0.0,0.0,98812
9.95,100,19,7,Clouds,overcast clouds,04d,81.24000000000001,0.0,0.0,99127
12.86,94,20,7,Rain,light rain,10d,77.31,0.35280000000000006,63.0,99127
18.99,0,21,7,Rain,light rain,10d,74.03,0.15680000000000002,56.00000000000001,99127
17.6,0,22,7,Clear,clear sky,01d,69.85249999999999,0.0,0.0,99127
10.47,0,23,7,Clear,clear sky,01d,74.055,0.0,0.0,99127
5.46,0,24,7,Clear,clear sky,01d,79.09,0.0,0.0,99127
14.97,29,25,7,Clouds,scattered clouds,03d,80.365,0.0,0.0,99127
13.44,54,26,7,Clouds,broken clouds,04d,73.93249999999999,0.0,0.0,99127
5.84,46,19,7,Clouds,scattered clouds,03d,78.92,0.0,0.0,99152
9.28,0,20,7,Clear,clear sky,01d,73.1625,0.0,2.0,99152
10.8,80,21,7,Clouds,broken clouds,04d,69.635,0.0,1.0,99152
6.53,0,22,7,Clear,clear sky,01d,64.395,0.0,0.0,99152
6.82,2,23,7,Clear,clear sky,01d,68.74249999999999,0.0,0.0,99152
4.92,0,24,7,Clear,clear sky,01d,74.04750000000001,0.0,0.0,99152
11.01,0,25,7,Clear,clear sky,01d,75.6425,0.0,0.0,99152
6.15,3,26,7,Clear,clear sky,01d,71.465,0.0,0.0,99152
10.4,1,19,7,Clear,clear sky,01d,65.4875,0.0,0.0,98532
10.69,22,20,7,Clouds,few clouds,02d,61.565,0.0,0.0,98532
10.6,38,21,7,Clouds,scattered clouds,03d,58.792500000000004,0.0,0.0,98532
8.01,26,22,7,Clouds,scattered clouds,03d,61.8225,0.0,0.0,98532
6.71,0,23,7,Clear,clear sky,01d,64.8225,0.0,0.0,98532
6.91,0,24,7,Clear,clear sky,01d,68.63750000000002,0.0,0.0,98532
9.95,2,25,7,Clear,clear sky,01d,63.035000000000004,0.0,0.0,98532
9.82,61,26,7,Clouds,broken clouds,04d,60.447500000000005,0.0,0.0,98532
9.86,12,19,7,Clouds,few clouds,02d,69.2975,0.0,0.0,98003
8.1,50,20,7,Clouds,scattered clouds,03d,63.98499999999999,0.0,4.0,98003
9.55,41,21,7,Clouds,scattered clouds,03d,60.894999999999996,0.0,0.0,98003
10.07,3,22,7,Clear,clear sky,01d,62.337500000000006,0.0,0.0,98003
9.26,0,23,7,Clear,clear sky,01d,65.975,0.0,0.0,98003
8.84,0,24,7,Clear,clear sky,01d,70.24000000000001,0.0,0.0,98003
6.42,8,25,7,Clear,clear sky,01d,67.50999999999999,0.0,0.0,98003
5.48,36,26,7,Clouds,scattered clouds,03d,65.795,0.0,0.0,98003
7.25,0,19,7,Clear,clear sky,01d,66.6875,0.0,0.0,98050
5.57,21,20,7,Clouds,few clouds,02d,61.95,0.0,3.0,98050
6.76,57,21,7,Clouds,broken clouds,04d,59.342499999999994,0.0,0.0,98050
7.96,2,22,7,Clear,clear sky,01d,59.3625,0.0,0.0,98050
7.47,0,23,7,Clear,clear sky,01d,63.205,0.0,0.0,98050
7.78,0,24,7,Clear,clear sky,01d,67.38499999999999,0.0,0.0,98050
5.53,0,25,7,Clear,clear sky,01d,64.005,0.0,0.0,98050
5.61,29,26,7,Clouds,scattered clouds,03d,61.042500000000004,0.0,0.0,98050
5.73,0,19,7,Clear,clear sky,01d,62.03,0.0,0.0,98071
6.53,8,20,7,Clear,clear sky,01d,57.245,0.0,1.0,98071
6.51,24,21,7,Clouds,few clouds,02d,54.8825,0.0,0.0,98071
6.87,3,22,7,Clear,clear sky,01d,54.269999999999996,0.0,0.0,98071
6.58,0,23,7,Clear,clear sky,01d,58.455,0.0,0.0,98071
6.8,0,24,7,Clear,clear sky,01d,63.635000000000005,0.0,0.0,98071
5.95,0,25,7,Clear,clear sky,01d,60.197500000000005,0.0,0.0,98071
5.61,28,26,7,Clouds,scattered clouds,03d,56.865,0.0,0.0,98071
10.51,1,19,7,Clear,clear sky,01d,62.7575,0.0,0.0,98625
10.6,17,20,7,Clouds,few clouds,02d,58.93,0.0,0.0,98625
10.67,4,21,7,Clear,clear sky,01d,55.269999999999996,0.0,0.0,98625
9.46,17,22,7,Clouds,few clouds,02d,59.0725,0.0,0.0,98625
9.15,0,23,7,Clear,clear sky,01d,61.6025,0.0,0.0,98625
9.75,0,24,7,Clear,clear sky,01d,64.81,0.0,0.0,98625
11.34,0,25,7,Clear,clear sky,01d,60.455,0.0,0.0,98625
9.26,36,26,7,Clouds,scattered clouds,03d,56.73,0.0,0.0,98625
10.78,90,19,7,Clouds,overcast clouds,04d,79.05000000000001,0.0,0.0,99004
13.47,86,20,7,Rain,light rain,10d,74.02499999999999,0.4717,53.0,99004
13.76,0,21,7,Rain,light rain,10d,70.14,0.35519999999999996,48.0,99004
13.42,1,22,7,Clear,clear sky,01d,66.5975,0.0,0.0,99004
11.34,1,23,7,Clear,clear sky,01d,71.8625,0.0,0.0,99004
5.77,0,24,7,Clear,clear sky,01d,76.16250000000001,0.0,0.0,99004
18.97,0,25,7,Clear,clear sky,01d,76.7575,0.0,0.0,99004
13.02,18,26,7,Clouds,few clouds,02d,72.135,0.0,0.0,99004
7.85,1,19,7,Clear,clear sky,01d,61.377500000000005,0.0,0.0,98257
8.97,42,20,7,Clouds,scattered clouds,03d,57.144999999999996,0.0,2.0,98257
11.45,70,21,7,Clouds,broken clouds,04d,56.4925,0.0,0.0,98257
9.19,15,22,7,Clouds,few clouds,02d,54.8575,0.0,0.0,98257
8.52,11,23,7,Clouds,few clouds,02d,56.0025,0.0,0.0,98257
9.57,10,24,7,Clear,clear sky,01d,58.4675,0.0,0.0,98257
13.56,7,25,7,Clear,clear sky,01d,57.2975,0.0,0.0,98257
8.25,2,26,7,Clear,clear sky,01d,55.9225,0.0,0.0,98257
13.2,5,19,7,Clear,clear sky,01d,61.317499999999995,0.0,0.0,98286
14.61,2,20,7,Clear,clear sky,01d,57.2275,0.0,0.0,98286
18.45,100,21,7,Clouds,overcast clouds,04d,56.07,0.0,0.0,98286
16.8,3,22,7,Clear,clear sky,01d,55.945,0.0,0.0,98286
7.4,6,23,7,Clear,clear sky,01d,56.88,0.0,0.0,98286
8.43,1,24,7,Clear,clear sky,01d,59.2175,0.0,0.0,98286
16.08,3,25,7,Clear,clear sky,01d,57.792500000000004,0.0,0.0,98286
11.68,2,26,7,Clear,clear sky,01d,56.3275,0.0,0.0,98286
8.41,1,19,7,Clear,clear sky,01d,68.58500000000001,0.0,0.0,98164
8.34,88,20,7,Clouds,overcast clouds,04d,63.3775,0.0,4.0,98164
8.68,58,21,7,Clouds,broken clouds,04d,61.072500000000005,0.0,0.0,98164
9.6,1,22,7,Clear,clear sky,01d,61.775000000000006,0.0,0.0,98164
8.7,1,23,7,Clear,clear sky,01d,64.51249999999999,0.0,0.0,98164
8.95,1,24,7,Clear,clear sky,01d,68.43,0.0,0.0,98164
8.52,3,25,7,Clear,clear sky,01d,66.1275,0.0,0.0,98164
7.61,2,26,7,Clear,clear sky,01d,64.7925,0.0,0.0,98164
5.5,1,19,7,Clear,clear sky,01d,68.94749999999999,0.0,0.0,98384
7.05,88,20,7,Clouds,overcast clouds,04d,63.372499999999995,0.0,4.0,98384
5.93,72,21,7,Clouds,broken clouds,04d,60.44499999999999,0.0,0.0,98384
8.9,0,22,7,Clear,clear sky,01d,62.16750000000001,0.0,0.0,98384
8.55,0,23,7,Clear,clear sky,01d,65.4125,0.0,0.0,98384
8.28,0,24,7,Clear,clear sky,01d,69.07000000000001,0.0,0.0,98384
7.9,15,25,7,Clouds,few clouds,02d,66.5375,0.0,0.0,98384
5.95,1,26,7,Clear,clear sky,01d,64.9525,0.0,0.0,98384
18.77,37,19,7,Clouds,scattered clouds,03d,84.6,0.0,0.0,99301
14.12,7,20,7,Clear,clear sky,01d,81.0675,0.0,2.0,99301
17.43,0,21,7,Clear,clear sky,01d,75.92750000000001,0.0,0.0,99301
6.67,0,22,7,Clear,clear sky,01d,75.335,0.0,0.0,99301
5.23,0,23,7,Clear,clear sky,01d,80.0875,0.0,0.0,99301
4.09,0,24,7,Clear,clear sky,01d,84.8125,0.0,0.0,99301
16.42,71,25,7,Clouds,broken clouds,04d,83.585,0.0,0.0,99301
15.57,100,26,7,Clouds,overcast clouds,04d,79.105,0.0,0.0,99301
7.94,56,19,7,Clouds,broken clouds,04d,77.1,0.0,0.0,99110
12.12,32,20,7,Rain,light rain,10d,72.9075,0.13260000000000002,39.0,99110
14.27,67,21,7,Clouds,broken clouds,04d,68.8725,0.0,25.0,99110
11.74,1,22,7,Clear,clear sky,01d,64.4925,0.0,0.0,99110
10.8,13,23,7,Clouds,few clouds,02d,68.72999999999999,0.0,0.0,99110
5.99,0,24,7,Clear,clear sky,01d,73.245,0.0,0.0,99110
14.45,0,25,7,Clear,clear sky,01d,74.53999999999999,0.0,0.0,99110
11.56,5,26,7,Clear,clear sky,01d,70.91499999999999,0.0,0.0,99110
14.32,3,19,7,Clear,clear sky,01d,82.14000000000001,0.0,0.0,98851
13.65,0,20,7,Clear,clear sky,01d,77.4125,0.0,0.0,98851
17.63,0,21,7,Clear,clear sky,01d,72.59750000000001,0.0,0.0,98851
10.92,6,22,7,Clear,clear sky,01d,71.665,0.0,0.0,98851
6.15,0,23,7,Clear,clear sky,01d,77.32749999999999,0.0,0.0,98851
7.18,0,24,7,Clear,clear sky,01d,81.705,0.0,0.0,98851
20.45,0,25,7,Clear,clear sky,01d,81.8475,0.0,0.0,98851
8.81,100,26,7,Clouds,overcast clouds,04d,76.66749999999999,0.0,0.0,98851
9.64,90,19,7,Clouds,overcast clouds,04d,79.80749999999999,0.0,0.0,99224
11.21,85,20,7,Rain,light rain,10d,75.3625,0.5880000000000001,56.00000000000001,99224
12.41,19,21,7,Rain,light rain,10d,71.99499999999999,0.1152,48.0,99224
11.68,1,22,7,Clear,clear sky,01d,68.1725,0.0,0.0,99224
10.25,3,23,7,Clear,clear sky,01d,73.1875,0.0,0.0,99224
3.09,0,24,7,Clear,clear sky,01d,77.1825,0.0,0.0,99224
14.94,0,25,7,Clear,clear sky,01d,78.48,0.0,0.0,99224
11.72,14,26,7,Clouds,few clouds,02d,73.8825,0.0,0.0,99224
19.19,97,19,7,Clouds,overcast clouds,04d,83.005,0.0,0.0,98935
19.57,0,20,7,Clear,clear sky,01d,77.925,0.0,0.0,98935
21.23,0,21,7,Clear,clear sky,01d,73.01,0.0,0.0,98935
6.93,0,22,7,Clear,clear sky,01d,73.2975,0.0,0.0,98935
6.69,0,23,7,Clear,clear sky,01d,79.4325,0.0,0.0,98935
5.64,0,24,7,Clear,clear sky,01d,83.61,0.0,0.0,98935
15.77,7,25,7,Clear,clear sky,01d,82.25,0.0,0.0,98935
9.48,100,26,7,Clouds,overcast clouds,04d,77.27,0.0,0.0,98935
10.54,0,19,7,Clear,clear sky,01d,71.565,0.0,0.0,98922
9.4,0,20,7,Clear,clear sky,01d,65.24249999999999,0.0,0.0,98922
13.47,0,21,7,Clear,clear sky,01d,60.6925,0.0,0.0,98922
8.5,31,22,7,Clouds,scattered clouds,03d,63.925,0.0,0.0,98922
9.8,0,23,7,Clear,clear sky,01d,68.7075,0.0,0.0,98922
8.55,0,24,7,Clear,clear sky,01d,75.05499999999999,0.0,0.0,98922
14.34,0,25,7,Clear,clear sky,01d,70.15,0.0,0.0,98922
9.46,52,26,7,Clouds,broken clouds,04d,65.84,0.0,0.0,98922
10.76,1,19,7,Clear,clear sky,01d,65.3775,0.0,0.0,98530
10.07,40,20,7,Clouds,scattered clouds,03d,60.60249999999999,0.0,0.0,98530
10.56,46,21,7,Clouds,scattered clouds,03d,58.1225,0.0,0.0,98530
6.11,18,22,7,Clouds,few clouds,02d,61.105,0.0,0.0,98530
6.44,0,23,7,Clear,clear sky,01d,64.48750000000001,0.0,0.0,98530
7.31,0,24,7,Clear,clear sky,01d,68.4225,0.0,0.0,98530
10.13,5,25,7,Clear,clear sky,01d,62.6425,0.0,0.0,98530
9.57,55,26,7,Clouds,broken clouds,04d,59.974999999999994,0.0,0.0,98530
6.71,1,19,7,Clear,clear sky,01d,67.915,0.0,0.0,98284
7.23,79,20,7,Clouds,broken clouds,04d,62.8025,0.0,0.0,98284
6.55,94,21,7,Clouds,overcast clouds,04d,61.3925,0.0,0.0,98284
6.15,1,22,7,Clear,clear sky,01d,60.795,0.0,0.0,98284
6.58,0,23,7,Clear,clear sky,01d,64.9375,0.0,0.0,98284
6.29,0,24,7,Clear,clear sky,01d,69.355,0.0,0.0,98284
7.18,0,25,7,Clear,clear sky,01d,64.85,0.0,0.0,98284
6.53,1,26,7,Clear,clear sky,01d,62.317499999999995,0.0,0.0,98284
9.17,1,19,7,Clear,clear sky,01d,67.97,0.0,0.0,98412
7.23,16,20,7,Clouds,few clouds,02d,62.7325,0.0,1.0,98412
9.66,9,21,7,Clear,clear sky,01d,59.192499999999995,0.0,0.0,98412
8.5,10,22,7,Clear,clear sky,01d,60.772499999999994,0.0,0.0,98412
8.34,0,23,7,Clear,clear sky,01d,65.4125,0.0,0.0,98412
8.21,0,24,7,Clear,clear sky,01d,69.8725,0.0,0.0,98412
6.96,1,25,7,Clear,clear sky,01d,65.835,0.0,0.0,98412
5.44,48,26,7,Clouds,scattered clouds,03d,63.1375,0.0,0.0,98412
13.82,59,19,7,Clouds,broken clouds,04d,81.855,0.0,0.0,99324
13.35,28,20,7,Rain,light rain,10d,79.04500000000002,0.1472,46.0,99324
15.23,0,21,7,Clear,clear sky,01d,75.0525,0.0,19.0,99324
11.27,0,22,7,Clear,clear sky,01d,72.5625,0.0,0.0,99324
8.93,0,23,7,Clear,clear sky,01d,77.3025,0.0,0.0,99324
6.98,0,24,7,Clear,clear sky,01d,81.995,0.0,0.0,99324
15.64,94,25,7,Clouds,overcast clouds,04d,82.5475,0.0,0.0,99324
13.4,99,26,7,Clouds,overcast clouds,04d,76.965,0.0,0.0,99324
7.27,0,19,7,Clear,clear sky,01d,68.78999999999999,0.0,0.0,98014
6.29,25,20,7,Clouds,scattered clouds,03d,64.3425,0.0,3.0,98014
6.89,49,21,7,Clouds,scattered clouds,03d,61.627500000000005,0.0,0.0,98014
7.81,1,22,7,Clear,clear sky,01d,61.8525,0.0,0.0,98014
7.09,0,23,7,Clear,clear sky,01d,65.66499999999999,0.0,0.0,98014
7.38,0,24,7,Clear,clear sky,01d,69.75,0.0,0.0,98014
6.96,1,25,7,Clear,clear sky,01d,67.0125,0.0,0.0,98014
6.44,17,26,7,Clouds,few clouds,02d,63.870000000000005,0.0,0.0,98014
11.18,1,19,7,Clear,clear sky,01d,69.5575,0.0,0.0,98662
10.78,6,20,7,Clear,clear sky,01d,65.8425,0.0,0.0,98662
10.69,0,21,7,Clear,clear sky,01d,61.985,0.0,0.0,98662
9.64,1,22,7,Clear,clear sky,01d,65.7725,0.0,0.0,98662
9.06,0,23,7,Clear,clear sky,01d,68.30499999999999,0.0,0.0,98662
9.53,0,24,7,Clear,clear sky,01d,72.02,0.0,0.0,98662
11.1,0,25,7,Clear,clear sky,01d,67.7225,0.0,0.0,98662
8.57,86,26,7,Clouds,overcast clouds,04d,64.1275,0.0,0.0,98662
9.48,100,19,7,Clouds,overcast clouds,04d,76.765,0.0,0.0,99034
11.86,8,20,7,Rain,light rain,10d,73.6525,0.0864,27.0,99034
14.83,22,21,7,Clouds,few clouds,02d,69.39999999999999,0.0,27.0,99034
10.76,1,22,7,Clear,clear sky,01d,65.185,0.0,0.0,99034
11.18,8,23,7,Clear,clear sky,01d,70.7375,0.0,0.0,99034
5.46,0,24,7,Clear,clear sky,01d,74.2425,0.0,0.0,99034
14.58,0,25,7,Clear,clear sky,01d,76.1025,0.0,0.0,99034
12.53,8,26,7,Clear,clear sky,01d,71.7175,0.0,0.0,99034
9.04,0,19,7,Clear,clear sky,01d,69.5425,0.0,0.0,98093
6.13,32,20,7,Clouds,scattered clouds,03d,64.575,0.0,4.0,98093
8.66,30,21,7,Clouds,scattered clouds,03d,61.3775,0.0,0.0,98093
9.53,3,22,7,Clear,clear sky,01d,62.105000000000004,0.0,0.0,98093
8.7,0,23,7,Clear,clear sky,01d,65.965,0.0,0.0,98093
8.59,0,24,7,Clear,clear sky,01d,70.43,0.0,0.0,98093
5.91,2,25,7,Clear,clear sky,01d,67.5875,0.0,0.0,98093
3.69,41,26,7,Clouds,scattered clouds,03d,65.4225,0.0,0.0,98093
9.51,1,19,7,Clear,clear sky,01d,66.6025,0.0,0.0,98115
8.68,91,20,7,Clouds,overcast clouds,04d,61.845,0.0,4.0,98115
9.78,51,21,7,Clouds,broken clouds,04d,59.9275,0.0,0.0,98115
9.75,1,22,7,Clear,clear sky,01d,60.06,0.0,0.0,98115
